station_id,timestamp,fault_type,affected_parameter,severity
AWS-IND-MH-001,2026-08-23 00:00:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:05:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:10:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:15:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:20:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:25:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:30:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:35:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:40:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:45:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:50:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 00:55:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:00:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:05:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:10:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:15:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:20:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:25:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:30:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:35:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:40:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:45:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:50:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 01:55:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:00:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:05:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:10:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:15:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:20:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:25:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:30:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:35:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:40:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:45:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:50:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 02:55:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:00:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:05:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:10:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:15:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:20:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:25:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:30:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:35:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:40:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:45:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:50:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 03:55:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:00:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:05:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:10:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:15:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:20:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:25:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:30:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:35:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:40:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:45:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:50:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 04:55:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:00:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:05:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:10:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:15:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:20:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:25:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:30:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:35:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:40:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:45:00+00:00,none,none,0.0
AWS-IND-MH-001,2026-08-23 05:50:00+00:00,none,none,0.0
